date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-11-21,83.2003,83.2003,82.2587,82.8665,12374854,12374854,0.847409,1.033,82.7536,"Nov 21, 14",0.11135475131934522
2014-11-24,82.4642,82.8579,81.5312,81.9335,10172405,10172405,-0.933009,-1.126,81.9437,"Nov 24, 14",0.0988419266799438
2014-11-25,82.1817,82.1988,80.7779,81.1289,13747362,13747362,-0.80461,-0.982,81.2723,"Nov 25, 14",0.08805112420956629
2014-11-26,81.009,81.4284,80.7693,80.8721,9822941,9822941,-0.256793,-0.317,81.027,"Nov 26, 14",0.08460707987151889
2014-11-28,78.3213,78.6209,77.1315,77.4995,19556690,19556690,-3.3725,-4.17,77.8731,"Nov 28, 14",0.03937583402066685
2014-12-01,77.3455,79.4939,77.277,79.0488,27584224,27584224,1.5493,1.999,78.7084,"Dec 1, 14",0.06015409684362986
2014-12-02,79.0232,81.0347,78.7578,80.6238,20885295,20885295,1.575,1.992,80.2031,"Dec 2, 14",0.0812770323281498
2014-12-03,81.0347,81.5996,80.4612,81.2744,16220449,16220449,0.650536,0.807,81.1033,"Dec 3, 14",0.09000248110670764
2014-12-04,80.5725,80.9833,79.6651,80.7779,13115285,13115285,-0.496463,-0.611,80.4443,"Dec 4, 14",0.08334372715873044
2014-12-05,80.4184,80.9662,79.9084,80.3071,11831896,11831896,-0.470784,-0.583,80.395,"Dec 5, 14",0.07702964587231018
2014-12-08,79.5196,79.7165,78.2057,78.4925,15735859,15735859,-1.8147,-2.26,78.7512,"Dec 8, 14",0.05269334191662143
2014-12-09,78.0902,78.8006,77.6879,78.2186,15883826,15883826,-0.273912,-0.349,78.2046,"Dec 9, 14",0.04901996285045619
2014-12-10,77.6536,77.6622,75.4966,75.8989,22279389,22279389,-2.3197,-2.966,76.0513,"Dec 10, 14",0.01790956701335094
2014-12-11,76.0615,78.3555,76.0529,76.3525,21522152,21522152,0.453665,0.598,77.1986,"Dec 11, 14",0.02399297243289279
2014-12-12,75.9331,76.1813,74.127,74.127,24568339,24568339,-2.2255,-2.915,75.0152,"Dec 12, 14",-0.005854070691424214
2014-12-15,74.9231,75.839,74.0414,74.3838,21373561,21373561,0.256791,0.346,74.7089,"Dec 15, 14",-0.0024100263533768005
2014-12-16,73.9387,76.3525,73.7761,73.9644,26372409,26372409,-0.419425,-0.564,74.8502,"Dec 16, 14",-0.00803476231668319
2014-12-17,74.6748,76.9517,74.5978,76.1985,23323043,23323043,2.2341,3.02,76.0866,"Dec 17, 14",0.02192761874107292
2014-12-18,77.354,78.0302,75.6678,78.0302,22882705,22882705,1.8318,2.404,77.0641,"Dec 18, 14",0.04649325742487931
2014-12-19,77.2171,80.153,76.7035,80.153,38468954,38468954,2.1228,2.72,78.5279,"Dec 19, 14",0.07496295104172954
2014-12-22,79.571,80.1787,79.1344,79.8877,17871762,17871762,-0.265348,-0.331,79.7164,"Dec 22, 14",0.0714049099090036
2014-12-23,80.0503,81.4712,79.6456,80.9662,13706536,13706536,1.0785,1.35,80.7987,"Dec 23, 14",0.08586909144554636
2014-12-24,80.6495,80.6752,79.5881,80.2729,6875691,6875691,-0.693337,-0.856,80.1462,"Dec 24, 14",0.07657097641607491
2014-12-26,80.4526,80.8293,79.28,79.785,10584997,10584997,-0.487903,-0.608,79.9446,"Dec 26, 14",0.07002756040153683
2014-12-29,79.8877,80.3414,79.5111,79.6651,9892119,9892119,-0.119833,-0.15,79.8888,"Dec 29, 14",0.06841953502719146
2014-12-30,79.4084,79.9391,79.1858,79.6223,8743369,8743369,-0.042801,-0.054,79.5803,"Dec 30, 14",0.06784552763751689
2014-12-31,79.1088,79.7165,78.8006,79.1344,11337219,11337219,-0.487902,-0.613,79.2151,"Dec 31, 14",0.061302111622978994
2015-01-02,78.9632,79.648,78.5866,79.4597,10220410,10220410,0.325269,0.411,79.2067,"Jan 2, 15",0.06566483601225791
2015-01-05,78.8349,79.0916,76.6093,77.2855,18502381,18502381,-2.1742,-2.736,77.4681,"Jan 5, 15",0.036505797072294004
2015-01-06,77.2427,78.2442,76.1985,76.8747,16670713,16670713,-0.410866,-0.532,77.072,"Jan 6, 15",0.030996399042426917
2015-01-07,77.5937,78.3042,77.0373,77.6536,13590721,13590721,0.778933,1.013,77.6191,"Jan 7, 15",0.04144252885124749
2015-01-08,78.1073,78.9804,77.8933,78.9461,15487496,15487496,1.2925,1.664,78.604,"Jan 8, 15",0.05877674733616309
2015-01-09,79.006,79.4169,78.21,78.8349,14488415,14488415,-0.111276,-0.141,78.8366,"Jan 9, 15",0.05728540103401798
2015-01-12,78.0987,78.1843,76.8832,77.3198,15176303,15176303,-1.5151,-1.922,77.2872,"Jan 12, 15",0.03696580766729024
2015-01-13,77.7906,78.2613,76.2755,77.0373,17469028,17469028,-0.282469,-0.365,77.1563,"Jan 13, 15",0.03317709066768589
2015-01-14,76.1385,76.9432,74.692,76.8148,23272056,23272056,-0.222555,-0.289,76.0004,"Jan 14, 15",0.030193056924634712
2015-01-15,77.4054,77.6023,75.7619,76.1471,18759590,18759590,-0.667656,-0.869,76.3542,"Jan 15, 15",0.02123827341795905
2015-01-16,76.1642,78.0559,76.1642,77.996,17713093,17713093,1.8489,2.428,77.4406,"Jan 16, 15",0.04603458796864404
2015-01-20,78.0131,78.5609,77.3626,77.9703,16760994,16760994,-0.025679,-0.033,77.8528,"Jan 20, 15",0.04568991530708711
2015-01-21,78.5267,78.7407,77.9018,78.638,14276380,14276380,0.667657,0.856,78.4348,"Jan 21, 15",0.05464469881376277
2015-01-22,79.0146,79.576,78.1672,79.4939,13558953,13558953,0.85597,1.088,78.9687,"Jan 22, 15",0.06612350546849319
2015-01-23,78.9889,79.1601,77.7092,77.7991,14706313,14706313,-1.6948,-2.132,78.3451,"Jan 23, 15",0.04339388574838883
2015-01-26,77.5595,78.6979,77.4396,78.5438,10672507,10672507,0.744695,0.957,78.2845,"Jan 26, 15",0.05338134610097433
2015-01-27,78.0987,78.4069,77.5509,77.8505,12301462,12301462,-0.693335,-0.883,77.9562,"Jan 27, 15",0.0440832310715027
2015-01-28,77.7906,77.8334,75.1713,75.2826,17829700,17829700,-2.5679,-3.299,76.2611,"Jan 28, 15",0.009644128829789338
2015-01-29,75.5137,75.5479,73.6391,74.9659,22682981,22682981,-0.316705,-0.421,74.3906,"Jan 29, 15",0.005396742373949721
2015-01-30,74.6064,75.6849,73.8274,74.8289,22679947,22679947,-0.136959,-0.183,74.8013,"Jan 30, 15",0.0035593822714867144
2015-02-02,75.197,76.6864,74.8974,76.6778,20306347,20306347,1.8489,2.471,75.888,"Feb 2, 15",0.028355696822171705
2015-02-03,77.8077,79.0317,77.7306,78.9632,21900857,21900857,2.2854,2.981,78.5315,"Feb 3, 15",0.05900608206428072
2015-02-04,78.4411,78.9804,77.4739,78.287,19632169,19632169,-0.676218,-0.856,78.2905,"Feb 4, 15",0.04993730176292692
2015-02-05,79.0831,79.2115,78.4925,79.0574,12809028,12809028,0.770373,0.984,78.9003,"Feb 5, 15",0.060269434777069156
2015-02-06,79.4283,79.5835,78.4451,78.9108,12331189,12331189,-0.146591,-0.185,79.0386,"Feb 6, 15",0.05830332535355757
2015-02-09,78.8246,79.5921,78.6837,78.9626,11360679,11360679,0.051744,0.066,79.1101,"Feb 9, 15",0.05899803523171511
2015-02-10,79.1178,79.1178,77.8759,78.4882,12952873,12952873,-0.474325,-0.601,78.3244,"Feb 10, 15",0.05263567294990178
2015-02-11,77.6344,78.333,77.4361,78.1346,12240595,12240595,-0.353592,-0.451,77.8804,"Feb 11, 15",0.04789340629128194
2015-02-12,78.8763,79.9112,78.4969,79.6611,14842992,14842992,1.5265,1.954,79.2214,"Feb 12, 15",0.0683658894767547
2015-02-13,79.9457,80.5925,79.5835,80.5235,12060981,12060981,0.862413,1.083,80.2308,"Feb 13, 15",0.07993187015094508
2015-02-17,79.9888,80.2648,79.5921,80.2476,11758746,11758746,-0.275972,-0.343,79.9906,"Feb 17, 15",0.07623166830956166
2015-02-18,79.3334,79.3334,77.9535,78.4882,19177925,19177925,-1.7593,-2.192,78.6163,"Feb 18, 15",0.05263567294990178
2015-02-19,77.3067,77.9794,76.3926,77.1342,19350556,19350556,-1.354,-1.725,77.3219,"Feb 19, 15",0.03447665412701928
2015-02-20,77.0997,77.5654,76.6254,77.5482,15959865,15959865,0.413958,0.537,77.1481,"Feb 20, 15",0.040028968597235766
2015-02-23,76.979,77.2291,76.5306,76.7634,12771790,12771790,-0.784795,-1.012,76.8137,"Feb 23, 15",0.029503711601520842
2015-02-24,77.0394,77.4275,76.8669,77.117,9990726,9990726,0.353588,0.461,77.1196,"Feb 24, 15",0.034245978260140676
2015-02-25,77.2464,77.3585,76.8238,77.2722,9925652,9925652,0.155233,0.201,77.1399,"Feb 25, 15",0.03632742561709138
2015-02-26,76.8669,76.91,75.9614,76.4529,13984008,13984008,-0.819289,-1.06,76.3664,"Feb 26, 15",0.025339475748858285
2015-02-27,76.6599,76.9963,76.1856,76.3581,13090560,13090560,-0.094868,-0.124,76.5582,"Feb 27, 15",0.02406807620350424
2015-03-02,76.1856,76.3408,75.3318,75.9269,13793671,13793671,-0.431204,-0.565,75.7515,"Mar 2, 15",0.01828508586640915
2015-03-03,75.832,75.9096,75.1421,75.5646,13493839,13493839,-0.362215,-0.477,75.4949,"Mar 3, 15",0.013426140135589047
2015-03-04,75.8579,75.8579,74.9696,75.1852,13467554,13467554,-0.379461,-0.502,75.2521,"Mar 4, 15",0.00833785967665131
2015-03-05,75.0903,75.1907,74.616,74.8057,12527581,12527581,-0.379461,-0.505,74.8908,"Mar 5, 15",0.0032482380789527966
2015-03-06,74.5211,74.685,73.5811,73.8484,16070466,16070466,-0.957281,-1.28,74.0338,"Mar 6, 15",-0.009590483279352588
2015-03-09,74.271,74.4953,73.4086,73.4431,14503802,14503802,-0.405333,-0.549,73.8638,"Mar 9, 15",-0.015026118677369001
2015-03-10,73.1499,73.7622,72.6497,72.6669,17195460,17195460,-0.776173,-1.057,73.0092,"Mar 10, 15",-0.02543603773964482
2015-03-11,73.2448,73.2448,72.4427,72.46,13004655,13004655,-0.206976,-0.285,72.7493,"Mar 11, 15",-0.028210853835992287
2015-03-12,72.8135,73.0636,72.4945,72.6324,10792898,10792898,0.172479,0.238,72.6661,"Mar 12, 15",-0.025898730612162794
2015-03-13,72.3565,72.5979,71.3043,72.3306,16799920,16799920,-0.301843,-0.416,71.9004,"Mar 13, 15",-0.029946287392625087
2015-03-16,72.1926,73.1844,71.8131,73.0981,13516235,13516235,0.767546,1.061,72.7093,"Mar 16, 15",-0.019653047402549535
2015-03-17,72.9084,73.1758,72.4556,72.5117,12979713,12979713,-0.58644,-0.802,72.6827,"Mar 17, 15",-0.027517485096595518
2015-03-18,72.046,74.4866,71.9511,74.2279,18745653,18745653,1.7162,2.367,73.5529,"Mar 18, 15",-0.0045008616816538845
2015-03-19,73.469,73.7363,72.723,72.7963,12738497,12738497,-1.4316,-1.929,72.9898,"Mar 19, 15",-0.023700604183011828
2015-03-20,73.0205,73.6501,72.7791,72.9084,36083450,36083450,0.112114,0.154,73.1081,"Mar 20, 15",-0.022197187632018407
2015-03-23,73.3224,73.9779,73.3137,73.676,17450685,17450685,0.767547,1.053,73.6745,"Mar 23, 15",-0.01190260650318189
2015-03-24,73.5638,73.9778,72.8739,72.8912,10174292,10174292,-0.784795,-1.065,73.1965,"Mar 24, 15",-0.022427863498897006
2015-03-25,73.3482,73.7967,73.1068,73.1844,11934737,11934737,0.293219,0.402,73.356,"Mar 25, 15",-0.018495644651874015
2015-03-26,73.5638,73.7967,72.5203,72.7187,14400695,14400695,-0.465701,-0.636,72.8525,"Mar 26, 15",-0.024741327861487274
2015-03-27,72.4772,72.4858,71.8649,72.0805,11579299,11579299,-0.638187,-0.878,72.1461,"Mar 27, 15",-0.0333004754336908
2015-03-30,72.6756,74.0123,72.6583,73.8484,15653170,15653170,1.7679,2.453,73.6588,"Mar 30, 15",-0.009590483279352588
2015-03-31,73.1758,73.5983,72.8394,73.3051,13353990,13353990,-0.54332,-0.736,73.3023,"Mar 31, 15",-0.016876890167441292
2015-04-01,73.9088,74.1675,72.6669,72.8394,14522257,14522257,-0.465701,-0.635,73.1356,"Apr 1, 15",-0.02312257337705455
2015-04-02,72.5203,73.2534,72.3168,72.7014,11297401,11297401,-0.137988,-0.189,72.8193,"Apr 2, 15",-0.02497334486712665
2015-04-06,73.4345,73.8571,72.6152,73.4172,10916434,10916434,0.715805,0.985,73.5138,"Apr 6, 15",-0.015373473616447869
2015-04-07,73.3137,74.3141,73.0947,73.9519,11836065,11836065,0.534696,0.728,73.9128,"Apr 7, 15",-0.008202404661798465
2015-04-08,73.9951,74.0813,72.46,72.4945,16257095,16257095,-1.4575,-1.971,72.9542,"Apr 8, 15",-0.02774816096347412
2015-04-09,72.4427,73.0723,72.2789,73.0033,13281833,13281833,0.508823,0.702,72.6468,"Apr 9, 15",-0.02092444694790358
2015-04-10,73.6242,74.202,73.1068,73.7881,13372433,13372433,0.784796,1.075,73.829,"Apr 10, 15",-0.010399189952188467
2015-04-13,74.0985,74.3831,73.5121,73.5983,9880507,9880507,-0.189729,-0.257,73.8766,"Apr 13, 15",-0.012944671320418301
2015-04-14,73.8226,75.4396,73.7622,74.7109,15693825,15693825,1.1125,1.512,74.7544,"Apr 14, 15",0.00197683853359875
2015-04-15,75.1507,76.3494,75.1507,75.9614,15332834,15332834,1.2505,1.674,75.9048,"Apr 15, 15",0.018747778738927124
2015-04-16,75.7889,76.0304,75.1248,75.6595,9570809,9570809,-0.301845,-0.397,75.5927,"Apr 16, 15",0.014698880819703868
2015-04-17,75.1507,75.3404,74.3012,74.9696,14430130,14430130,-0.689932,-0.912,74.8122,"Apr 17, 15",0.0054463645081037635
2015-04-20,75.1421,75.9786,75.0989,75.2369,11593561,11593561,0.267351,0.357,75.4472,"Apr 20, 15",0.009031228416048078
2015-04-21,75.3577,75.5646,74.7582,74.9265,10100460,10100460,-0.310471,-0.413,75.0775,"Apr 21, 15",0.004868333702146486
2015-04-22,75.0644,75.7199,74.4608,75.4267,8663587,8663587,0.5002,0.668,75.2551,"Apr 22, 15",0.011576709784277722
2015-04-23,75.3404,76.2201,75.2973,75.4957,9866129,9866129,0.068993,0.091,75.7253,"Apr 23, 15",0.012502095529313867
2015-04-24,75.1938,75.3404,74.7367,75.0041,8405737,8405737,-0.491575,-0.651,75.0197,"Apr 24, 15",0.005909057380621741
2015-04-27,75.3835,75.5474,74.8187,75.0386,10534606,10534606,0.034497,0.046,75.1219,"Apr 27, 15",0.006371750253139909
2015-04-28,75.2197,75.7716,75.0644,75.7199,9633764,9633764,0.681308,0.908,75.5012,"Apr 28, 15",0.015508928631300713
2015-04-29,75.4612,75.9527,74.9955,75.7803,12534119,12534119,0.060368,0.08,75.5797,"Apr 29, 15",0.016318976442897558
2015-04-30,76.4702,76.4702,75.2197,75.349,13947730,13947730,-0.431207,-0.569,75.6719,"Apr 30, 15",0.0105346449670415
2015-05-01,75.763,76.7117,75.6336,76.6254,12257076,12257076,1.2764,1.694,76.2518,"May 1, 15",0.027652940111448553
2015-05-04,77.117,77.5137,76.7117,76.8496,10343675,10343675,0.224228,0.293,77.0231,"May 4, 15",0.0306597732134354
2015-05-05,77.5913,77.6948,76.3408,76.4184,11895027,11895027,-0.431207,-0.561,76.9867,"May 5, 15",0.02487678287634031
2015-05-06,77.3153,77.5827,75.7113,76.0562,11273450,11273450,-0.362213,-0.474,76.3341,"May 6, 15",0.02001917828428117
2015-05-07,75.8924,75.9786,74.961,75.5474,9992451,9992451,-0.508826,-0.669,75.5199,"May 7, 15",0.013195464268710445
2015-05-08,76.2977,76.8151,75.7371,76.7462,11390293,11390293,1.1988,1.587,76.5228,"May 8, 15",0.029273035734642242
2015-05-11,76.9809,77.0157,75.3462,75.4592,11997787,11997787,-1.2869,-1.677,75.7478,"May 11, 15",0.012012579881577324
2015-05-12,75.5549,76.0505,75.1462,75.6679,9788887,9788887,0.208693,0.277,75.6701,"May 12, 15",0.014811536475621426
2015-05-13,75.894,76.2853,75.1306,75.2679,8629433,8629433,-0.399992,-0.529,75.4935,"May 13, 15",0.009446981431933755
2015-05-14,75.5896,75.9462,75.4331,75.6244,8791275,8791275,0.356515,0.474,75.6778,"May 14, 15",0.014228141114620283
2015-05-15,75.4766,76.1896,75.3027,75.9549,8422209,8422209,0.330425,0.437,75.8557,"May 15, 15",0.018660604719467167
2015-05-18,75.9201,76.0505,75.4592,75.5201,6395354,6395354,-0.43477,-0.572,75.6369,"May 18, 15",0.01282933338697881
2015-05-19,75.1897,75.8331,74.9636,75.6418,9777078,9777078,0.121734,0.161,75.5261,"May 19, 15",0.014461499259020816
2015-05-20,75.9896,75.9983,75.5723,75.7636,7276571,7276571,0.121738,0.161,75.7794,"May 20, 15",0.0160950062698236
2015-05-21,75.894,76.0331,75.6157,75.8331,8357353,8357353,0.069562,0.092,75.8326,"May 21, 15",0.017027097708664386
2015-05-22,75.6418,75.7375,75.2157,75.2331,7598432,7598432,-0.599986,-0.791,75.4017,"May 22, 15",0.008980265143132878
2015-05-26,74.8157,75.1027,73.9375,74.2158,11288963,11288963,-1.0174,-1.352,74.3601,"May 26, 15",-0.004663139471725485
2015-05-27,74.1723,74.6853,73.7114,74.0071,10778275,10778275,-0.208693,-0.281,73.9882,"May 27, 15",-0.007462096065769587
2015-05-28,74.0071,74.4071,73.7549,74.0071,8038943,8038943,0,0,74.0867,"May 28, 15",-0.007462096065769587
2015-05-29,73.9984,74.4158,73.8071,74.0853,14631316,14631316,0.07826,0.106,74.0683,"May 29, 15",-0.006413325554728534
2015-06-01,74.1288,74.3201,73.7375,74.0245,9077512,9077512,-0.060868,-0.082,74.0508,"Jun 1, 15",-0.007228737921369054
2015-06-02,74.0158,74.4245,73.8332,74.0332,9328322,9328322,0.008695,0.012,74.0975,"Jun 2, 15",-0.007112058849168977
2015-06-03,74.1114,74.6418,73.7897,73.8679,8179540,8179540,-0.165211,-0.223,74.1255,"Jun 3, 15",-0.009328961220972713
2015-06-04,73.6506,73.8158,72.8506,73.2332,12607257,12607257,-0.634771,-0.859,73.2227,"Jun 4, 15",-0.017841168936544128
2015-06-05,73.1549,73.9114,73.0245,73.2853,11388508,11388508,0.052174,0.071,73.3922,"Jun 5, 15",-0.017142435642103684
2015-06-08,73.1984,74.0932,72.981,73.781,12244688,12244688,0.495641,0.676,73.8267,"Jun 8, 15",-0.010494410804213842
2015-06-09,74.1636,74.2853,73.468,73.5462,8105514,8105514,-0.234779,-0.318,73.807,"Jun 9, 15",-0.013643404614858554
2015-06-10,74.6418,74.7549,73.9114,74.094,10147049,10147049,0.547813,0.745,74.1692,"Jun 10, 15",-0.006296646482528458
2015-06-11,74.1723,74.5201,73.8158,73.9897,7759265,7759265,-0.104344,-0.141,74.1157,"Jun 11, 15",-0.00769545421016993
2015-06-12,73.5462,73.6332,72.9201,73.0593,8347341,8347341,-0.930414,-1.257,73.1248,"Jun 12, 15",-0.020173409241787354
2015-06-15,72.6332,73.0245,72.3375,72.7984,9563933,9563933,-0.260863,-0.357,72.6881,"Jun 15, 15",-0.023672440269032487
2015-06-16,72.8767,73.694,72.5201,73.6332,9100116,9100116,0.834764,1.147,73.3168,"Jun 16, 15",-0.012476613892856458
2015-06-17,73.9375,74.0245,73.3984,73.6766,9090188,9090188,0.043477,0.059,73.7377,"Jun 17, 15",-0.011894559670616471
2015-06-18,73.7375,74.7462,73.6679,74.3288,10247825,10247825,0.652158,0.885,74.4008,"Jun 18, 15",-0.0031476526718837456
2015-06-19,73.8419,74.3288,73.8419,74.094,16129576,16129576,-0.234778,-0.316,74.0578,"Jun 19, 15",-0.006296646482528458
2015-06-22,74.2505,74.4331,73.8853,74.0592,9465144,9465144,-0.03478,-0.047,74.1409,"Jun 22, 15",-0.006763362771329144
2015-06-23,74.1027,74.1549,73.5549,73.9723,10223910,10223910,-0.086955,-0.117,73.9052,"Jun 23, 15",-0.007928812354570273
2015-06-24,73.8158,74.2071,73.6158,73.6332,11800118,11800118,-0.339122,-0.458,73.7926,"Jun 24, 15",-0.012476613892856458
2015-06-25,73.781,73.781,72.981,72.981,10259382,10259382,-0.65216,-0.886,73.3609,"Jun 25, 15",-0.021223520891589184
2015-06-26,72.8941,73.1288,72.5984,72.9201,19023328,19023328,-0.060868,-0.083,72.8711,"Jun 26, 15",-0.02204027439699048
2015-06-29,72.2158,72.5636,71.9984,72.0158,11739236,11739236,-0.904327,-1.24,72.2712,"Jun 29, 15",-0.034168192212007294
2015-06-30,72.8158,73.8245,71.9984,72.3462,14981145,14981145,0.330425,0.459,72.4089,"Jun 30, 15",-0.029737069745921378
2015-07-01,72.4158,72.6332,71.3984,71.6245,13529076,13529076,-0.721722,-0.998,71.7845,"Jul 1, 15",-0.0394160681834947
2015-07-02,71.9897,72.4158,71.781,72.2941,9187997,9187997,0.669552,0.935,72.2518,"Jul 2, 15",-0.030435803040361628
2015-07-06,71.668,72.2245,71.4071,71.7636,11694425,11694425,-0.530426,-0.734,71.8242,"Jul 6, 15",-0.03755054416705235
2015-07-07,71.468,72.3723,70.8593,72.0593,15641535,15641535,0.295647,0.412,71.6677,"Jul 7, 15",-0.03358479685100634
2015-07-08,71.5202,72.1549,71.2245,71.2767,10056994,10056994,-0.78259,-1.086,71.5062,"Jul 8, 15",-0.04408054879398096
2015-07-09,72.0593,72.3028,70.9376,70.955,11980543,11980543,-0.321734,-0.451,71.296,"Jul 9, 15",-0.0483949921878668
2015-07-10,71.381,71.7289,70.955,71.4941,8628659,8628659,0.53912,0.76,71.465,"Jul 10, 15",-0.041164913127736784
2015-07-13,71.3984,71.8331,71.3637,71.668,8026658,8026658,0.173908,0.243,71.6555,"Jul 13, 15",-0.03883267282249356
2015-07-14,71.6332,72.4506,71.5289,72.268,9310155,9310155,0.599988,0.837,72.1481,"Jul 14, 15",-0.030785840256962238
2015-07-15,71.8332,72.5375,71.654,71.9636,9289210,9289210,-0.304341,-0.421,72.0044,"Jul 15, 15",-0.034868266645208514
2015-07-16,72.3288,72.5897,71.9984,72.0941,8267647,8267647,0.13043,0.181,72.2004,"Jul 16, 15",-0.033118080562205464
2015-07-17,71.7463,72.0332,71.1202,71.8332,12156000,12156000,-0.260863,-0.362,71.6483,"Jul 17, 15",-0.03661711158945059
2015-07-20,71.4332,71.6557,70.955,71.0941,12957060,12957060,-0.739115,-1.029,71.1539,"Jul 20, 15",-0.046529468171424455
2015-07-21,71.2419,71.6767,70.8071,71.0071,8677069,8677069,-0.086955,-0.122,71.1721,"Jul 21, 15",-0.047696258893426546
2015-07-22,71.6071,71.7115,70.9376,71.1202,13181463,13181463,0.113042,0.159,71.3742,"Jul 22, 15",-0.046179430954823845
2015-07-23,71.068,71.2767,70.4072,70.555,10496096,10496096,-0.565207,-0.795,70.705,"Jul 23, 15",-0.05375954723155428
2015-07-24,70.5724,70.5724,69.3202,69.5115,14888464,14888464,-1.0435,-1.479,69.6993,"Jul 24, 15",-0.06775433020177442
2015-07-27,68.8941,69.6767,68.6681,68.9202,14996094,14996094,-0.591293,-0.851,69.114,"Jul 27, 15",-0.07568448369510565
2015-07-28,69.3028,71.881,69.1854,71.7202,19777278,19777278,2.7999,4.063,71.0945,"Jul 28, 15",-0.03813259838929234
2015-07-29,71.4593,72.3462,71.2245,72.2941,13913768,13913768,0.573904,0.8,71.9847,"Jul 29, 15",-0.030435803040361628
2015-07-30,72.3288,72.4506,71.668,72.181,11139943,11139943,-0.113043,-0.156,72.1246,"Jul 30, 15",-0.031952630978964336
2015-07-31,71.0158,71.0158,68.6333,68.8767,26232661,26232661,-3.3043,-4.578,69.1978,"Jul 31, 15",-0.0762678790561066
2015-08-03,68.4333,68.6333,67.5029,67.8768,15767743,15767743,-0.999978,-1.452,67.9111,"Aug 3, 15",-0.08967792552656463
2015-08-04,67.7203,68.355,66.8942,67.1029,18874419,18874419,-0.773895,-1.14,67.4095,"Aug 4, 15",-0.10005699839733917
2015-08-05,67.7116,68.0246,66.8681,67.1029,16544386,16544386,0,0,67.3142,"Aug 5, 15",-0.10005699839733917
2015-08-06,66.9029,68.0507,66.8768,67.9029,13005213,13005213,0.799981,1.192,67.6475,"Aug 6, 15",-0.08932788830996402
2015-08-07,67.4333,67.7985,66.6227,66.8072,12187623,12187623,-1.0956,-1.614,67.0752,"Aug 7, 15",-0.10402274571338536
2015-08-10,67.0333,68.4768,67.0333,68.4768,14876012,14876012,1.6695,2.499,68.1253,"Aug 10, 15",-0.08163109296103331
2015-08-11,67.5903,68.5207,66.9935,68.0116,14486353,14486353,-0.465162,-0.679,67.5111,"Aug 11, 15",-0.08787007047684192
2015-08-12,67.9677,69.2228,67.5464,69.1526,16909190,16909190,1.141,1.678,68.398,"Aug 12, 15",-0.07256767721472299
2015-08-13,68.7401,69.5914,68.6962,69.0297,13154102,13154102,-0.122875,-0.178,69.1747,"Aug 13, 15",-0.07421593675189603
2015-08-14,69.0209,69.5826,68.6786,68.7752,9129284,9129284,-0.254529,-0.369,68.8954,"Aug 14, 15",-0.07762913489844235
2015-08-17,68.3978,69.4905,67.9765,69.135,9365433,9365433,0.35985,0.523,68.9974,"Aug 17, 15",-0.07280371763664527
2015-08-18,68.9244,69.0473,68.0906,68.3714,9815315,9815315,-0.763583,-1.104,68.3692,"Aug 18, 15",-0.08304465321504503
2015-08-19,68.0292,68.0906,66.6424,66.9057,17007779,17007779,-1.4657,-2.144,67.1724,"Aug 19, 15",-0.10270172403387727
2015-08-20,66.7039,66.8618,65.4488,65.4488,17811205,17811205,-1.457,-2.178,66.0681,"Aug 20, 15",-0.12224077464174829
2015-08-21,65.0363,65.7296,63.2546,63.3072,25488846,25488846,-2.1415,-3.272,64.2534,"Aug 21, 15",-0.15096260234565173
2015-08-24,59.6736,62.649,58.4098,60.3143,35531225,35531225,-2.9929,-4.728,60.7743,"Aug 24, 15",-0.1911015443212832
2015-08-25,62.5875,62.7016,59.8579,60.3055,30409744,30409744,-0.008777,-0.015,61.6277,"Aug 25, 15",-0.19121956453224434
2015-08-26,61.9907,63.8514,60.6917,63.632,34436044,34436044,3.3264,5.516,62.5824,"Aug 26, 15",-0.14660658365017745
2015-08-27,64.7729,65.7296,64.0796,65.6945,24570983,24570983,2.0626,3.241,65.0746,"Aug 27, 15",-0.1189455967061632
2015-08-28,65.5716,66.6863,65.3083,65.8876,18997331,18997331,0.193091,0.294,65.9534,"Aug 28, 15",-0.11635585775882298
2015-08-31,65.1942,66.3089,64.3341,66.0368,19570103,19570103,0.149205,0.226,65.6743,"Aug 31, 15",-0.1143548787275276
2015-09-01,64.3341,64.378,62.7631,63.2633,24092930,24092930,-2.7735,-4.2,63.5094,"Sep 1, 15",-0.15155136226169644
2015-09-02,64.1586,64.2814,63.1931,64.2727,16936898,16936898,1.0093,1.595,63.9154,"Sep 2, 15",-0.1380139076089508
2015-09-03,64.6325,65.7472,64.3692,64.7642,13451867,13451867,0.491504,0.765,64.9831,"Sep 3, 15",-0.13142221059901965
2015-09-04,64.0094,64.1937,63.4125,63.5969,14902476,14902476,-1.1673,-1.802,63.671,"Sep 4, 15",-0.14707732335526102
2015-09-08,64.7027,64.7027,64.0417,64.5096,13626907,13626907,0.91279,1.435,64.3622,"Sep 8, 15",-0.13483674988432676
2015-09-09,65.2732,65.5453,63.0615,63.1931,17246222,17246222,-1.3165,-2.041,64.0841,"Sep 9, 15",-0.1524928416718636
2015-09-10,63.904,64.0533,63.0176,63.6495,12353853,12353853,0.456397,0.722,63.5721,"Sep 10, 15",-0.14637188436701604
2015-09-11,63.5442,63.8251,63.2019,63.7987,12172259,12172259,0.149204,0.234,63.5376,"Sep 11, 15",-0.14437090533572067
